description,class_id
"Home automation hubs using artificial intelligence comprised of voice-activated speakers, computer hardware, and downloadable software for {indicate function, e.g., controlling networked devices in the internet of things (IoT), operating internet-enabled and connected lighting apparatus and home security alarms, etc.}",009
Intelligent voice recognition services using cloud-based software technology,042
"Pre-recorded CDs featuring trading cards in the field of {indicate, e.g., baseball, cartoon characters, etc.}",009
"Pre-recorded DVDs featuring trading cards in the field of {indicate, e.g., baseball, cartoon characters, etc.}",009
Concrete footings,019
Posole being soup,029
Pipas,015
Posole being hominy,030
"Meat jerky, namely, {specify type, e.g., chicken, duck, pork, yak, etc.}",029
Conducting guided eco tours,041
Training chopsticks,021
Training chopsticks for children,021
"Training chopsticks for {indicate intended users, e.g., adults, travelers, etc.}",021
Hand-operated pineapple eye removers,008
Paperless electronic checking account services,036
Whipped topping infused with liquor,029
Legal services relating to the registration of trademarks,045
Triethylene glycol for industrial purposes,001
Child carriers worn on the body,018
Non-metal casings for use in building or construction,019
Pads impregnated with nail polish remover,003
Live succulent plants,031
Live tillandsia plants,031
Providing information in the field of hotels and temporary accommodations for travelers via a website,043
Providing information in the field of temporary accommodations via a website,043
Herb tea for medicinal purposes,005
Herbal tea for medicinal purposes,005
Providing nutrition information via a website,044
Providing a web site featuring information in the field of mental health and wellness,044
"Providing a website featuring information and advice in the fields of diet, weight loss, diet planning and lifestyle wellness",044
Desktop revolving rotary card files,016
Messenger bags,018
Saddle blankets,018
Party blowouts,028
Cellophane paper,016
Syringes for medical purposes and for injections,010
Electric connectors,009
Ink for printers,002
Waterjet cutting machines,007
Cell phone battery chargers,009
Plant extracts for use in the manufacture of pharmaceuticals,001
Fitted vehicle roll bar covers,012
"Oxygen inhalators for medical use, sold empty",010
Fresh pulses,031
Fresh scallions,031
Fresh soursops,031
Fresh Spanish limes,031
Fresh star fruit,031
"Home automation hubs using artificial intelligence comprised of voice-activated speakers, computer hardware, and recorded software for {indicate function, e.g., controlling networked devices in the internet of things (IoT), operating internet-enabled and connected lighting apparatus and home security alarms, etc.}",009
Intelligent refrigerators capable of sensing and monitoring their contents and notifying users about expired products,011
Rental of humanoid robots with artificial intelligence,042
Pre-recorded CDs featuring trading cards,009
Pre-recorded DVDs featuring trading cards,009
Puffs being window treatments,024
Silicone baby bibs,025
Financial services in the nature of precious metals trading,036
Rental of office machinery and equipment,035
"Charitable services, namely, providing office equipment to those in need",035
Monofins,028
Recorded co-op video game software,009
Niobium powder for painting,002
Bowling pinsetters,028
Artificial flies for use in angling,028
Candied walnuts,029
Yak jerky,029
Plant seeds,031
Sowing seeds,031
"Rigid structure joint connectors, not of metal, for construction purposes",019
Stud and breeding services for cattle,044
Provision of psychological treatment,044
Microcentrifuge tubes for laboratory use,009
Cleaning-up of trash found in and around the ocean,037
Tantalum powder for painting,002
Zinc powder for painting,002
Stain removing agents,003
Optical semiconductors,009
Snail forks,008
Bit braces,008
Sanding blocks being hand tools,008
Knee kickers being hand tools,008
Juggling clubs,028
Bowling bumpers,028
Providing information relating to animal breeding,044
Modular toy play houses,028
Pneumatic nut runners,007
Brake shoes for vehicles,012
Buffers for railway rolling stock,012
Stem cell therapy services,044
Demagnetization,040
Evaporated milk,029
Bottled fish,029
Toy chemistry sets,028
Safety paddings for tennis uprights,028
Play tunnels,028
Dart shafts,028
Christmas tree skirts,028
Garbage bags of paper or of plastics,016
Figurines of papier mâché,016
Cardboard,016
Guitar effects processors,009
Diaphragms for contraception,010
Lithotripters,010
Medical specimen cups,010
Papillotomes,010
Benne wafers,030
Focaccia bread,030
"Providing online non-downloadable electronic publications in the nature of {indicate specific nature of publications, e.g., books, magazines, brochures, etc.} in the field of {indicate subject matter of the publications}",041
"Pre-recorded magnetic disks featuring {indicate subject matter}, machine-readable",009
"Pre-recorded optical discs featuring {indicate subject matter}, machine-readable",009
Gyro sandwiches,030
Providing financial information via a website,036
Chalices,021
Electronic ballasts for lamps,009
Hem markers,009
"Blank digital storage media, machine-readable",009
"Pre-recorded optical disks featuring {indicate subject matter}, machine-readable",009
Pumpernickel bread,030
Sourdough bread,030
"Arranging and conducting of conventions in the field of {indicate, e.g., comic books, technology, gaming, etc.}",041
"Conducting of conventions  in the field of {indicate, e.g., comic books, technology, gaming, etc.}",041
"Conducting of business conventions in the field of {indicate, e.g., comic books, technology, gaming, etc.}",041
"Organizing and conducting of conventions in the field of {indicate, e.g., comic books, technology, gaming, etc.}",041
Arranging and conducting of education courses relating to the travel industry,041
Arranging and conducting of workshops and seminars in personal awareness,041
Consultancy relating to arranging and conducting of congresses,041
"Charitable services, namely, providing office furniture to {indicate intended recipients, e.g., non-profit organizations, those in need, etc.}",043
Rental of office furniture in co-working facilities,043
"Live entertainment performances by artists in the nature of {specify, e.g., balloon twisting, face painting, custom art drawing, etc.} for others",041
Microdebriders,010
Coatigans,025
Live entertainment performances by artists in the nature of balloon twisting for others,041
Key holders being storage cabinets,020
Glycerine for medical purposes,005
Glycerin for culinary purposes,030
Glycerine for culinary purposes,030
Ring insulators for electric fences,017
Enteroscopes,010
Stain removers in handheld stick form,003
"Downloadable computer programs using artificial intelligence for {specify the function of the programs, e.g., use in software development, machine learning, facial and speech recognition, etc. and, if program is content- or field-specific, the content or field of use}",009
In-car telephone handset cradles,009
Decorative key fobs made of metal,014
Sloe gin,033
Combination hair brush and comb,021
"Combination hair brush and comb for styling {indicate, e.g., baby hair, hair edges, eyebrows, etc.}",021
Full-body X-ray scanners for security purposes,009
Covers for golf club heads,028
Silicone nose pads for eyeglasses,009
"Software as a Medical Device (SaMD), downloadable, for treating {indicate disease or physical condition, e.g., epileptic seizures, tinnitus, panic disorders, etc.}",009
Rental of wall hangings for hotels,043
Painting of aircraft,037
Hand-operated batter dispensers for household use,021
"Software as a Medical Device (SaMD), downloadable, for adjusting infusion pump settings based on personalized patient data",009
Computer keyboard keycaps,009
Fishing knives,008
Downloadable series of children's books,009
Steak knives,008
Architectural research,042
"Creation, design, development and maintenance of web sites for third parties",042
Geotextiles for erosion control,019
"Geotextiles, namely, fabric and sheeting for {indicate construction use, e.g., nurseries, greenhouses, landscaping}",019
